lemma,sedes,x,z
μελέδημα,6,2,-2.23606797749979
μελέδημα,8,10,+0.447213595499958
μελέτη,4,1,-1.73205080756888
μελέτη,6,3,+0.577350269189626
μελεδαίνω,10,2,
μελεδών,4,1,-1.73205080756888
μελεδών,10,3,+0.577350269189626
μελεδώνη,10,3,
μελεδωνεύς,6,1,
μελειστί,4,4,+0.5
μελειστί,8,1,-2
μελετάω,4,2,+0.707106781186547
μελετάω,6,1,-1.4142135623731
μεληδών,6.5,15,
μελία,2,4,-1.3770693495832
μελία,4,25,+0.977853805241491
μελία,6,10,-0.704234162490431
μελία,8,3,-1.489208547432
μελία,10,8,-0.928512558188021
μελίβοια,2,1,
μελίβοια,10,1,
μελίγηρυς,4,1,-1.4142135623731
μελίγηρυς,8,2,+0.707106781186547
μελίγλωσσος,6.5,2,
μελίζω,2.5,5,-0.871866624475357
μελίζω,6,5,-0.871866624475357
μελίζω,6.5,12,+1.27069922928855
μελίζω,8,4,-1.17794746072734
μελίζω,10.5,7,-0.259704951971383
μελίκρητον,2.5,2,-1.4142135623731
μελίκρητον,6.5,4,+0.707106781186547
μελίκταινα,2.5,1,
μελίπνοος,6.5,2,
μελίπνους,10.5,1,
μελίρρυτος,6.5,6,
μελίσσω,2.5,1,
μελίσσω,6.5,1,
μελίσσω,10.5,1,
μελίτεια,10,2,
μελίτη,2,3,+0.894427190999916
μελίτη,4,2,-0.447213595499958
μελίτη,6,1,-1.78885438199983
μελίφρων,6.5,19,
μελίχλωρος,10,1,
μελίχροας,6.5,1,
μελιγουνίς’,4,1,
μελιηγενής,6,1,
μελιηδής,6,23,+0.884651736929383
μελιηδής,8,18,-1.13038833052088
μελικέρτης,10,23,
μελικίρτης,10,1,
μελικτής,10.5,1,
μελιξοῦς,10.5,1,
μελιρραθάμιγγος,2.5,5,+0.632455532033676
μελιρραθάμιγγος,6.5,2,-1.58113883008419
μελισσεύς,6.5,2,-2.23606797749979
μελισσεύς,10.5,10,+0.447213595499958
μελισσήεις,6.5,1,
μελισσοκόμος,2.5,1,
μελισταγής,2.5,1,-3
μελισταγής,6.5,9,+0.333333333333334
μελιτηίου,6,1,
μελιτώδης,4,1,
μελιχίῃ,3,1,
μελιχρός,4.5,1,
μελιχρός,6.5,1,
μελιχρός,10.5,1,
μελλόγαμος,1,2,
μελλόγαμος,3,2,
μελπομέενη,9,1,
μελύδριον,6.5,1,
μεμάαασιν,4,1,
μεμαότεσ,6.5,1,
μεμέθυστο,4,1,
μεμναμένω,6,1,
μεμορμένα,6.5,1,
μεμορμένον,6.5,2,
μεμορμένος,6.5,1,
μεν,4,1,
μενάλκης,10.5,5,
μενέλαος,2,3,-2.29299739384285
μενέλαος,4,66,-0.670539587300966
μενέλαος,6,19,-1.88094461757824
μενέλαος,8,5,-2.24149079680977
μενέλαος,10,123,+0.797398428141689
μενέσθιος,6.5,2,
μενέχαρμος,4,3,
μενεαίνω,4,38,-0.0128057700233439
μενεαίνω,6,8,-2.13586764231453
μενεαίνω,8,10,-1.99433018416178
μενεαίνω,10,49,+0.765650249816757
μενεδήιος,6,5,-1.26491106406735
μενεδήιος,8,8,+0.790569415042095
μενεπτόλεμος,2.5,1,-2.821757773569
μενεπτόλεμος,4.5,3,-2.58475974534273
μενεπτόλεμος,6.5,28,+0.377715607485614
μενεσθεύς,2.5,2,-0.866025403784438
μενεσθεύς,6.5,2,-0.866025403784438
μενεσθεύς,10.5,3,+1.15470053837925
μενεσθώ,6.5,1,
μενετῆρι,4,1,
μενετῆρος,10,1,
μενετηίδος,6,1,
μενεχάρμης,4,3,-1.60165439582107
μενεχάρμης,8,1,-2.08517270399347
μενεχάρμης,10,12,+0.574177990954724
μενίππη,10.5,1,
μενοεικής,4,2,-3
μενοεικής,6,9,+0.333333333333333
μενοεικής,8,9,+0.333333333333333
μενοίτης,10.5,2,
μενοίτιος,6.5,23,
μενοικεύς,10.5,1,
μενοινάω,6.5,10,-1.9970246671092
μενοινάω,10,2,-2.46864672871433
μενοινάω,10.5,52,+0.478991156317706
μενοινή,10.5,19,
μενοινήσει’,6.5,1,
μενοιτιάδης,2.5,3,-1.67332005306815
μενοιτιάδης,4.5,6,-0.836660026534076
μενοιτιάδης,6.5,12,+0.836660026534076
μερίζω,6,4,-0.625543242171224
μερίζω,6.5,7,+1.04257207028537
μερίζω,8,4,-0.625543242171224
μερίζω,10.5,1,-2.29365855462782
μερίμῃ,10.5,1,
μερμερίδης,9,1,
μερμηρίζω,1,6,-1.32791885418333
μερμηρίζω,3,10,-0.813075610481043
μερμηρίζω,7,2,-1.84276209788561
μερμηρίζω,9,23,+0.860164931551374
μερόη,6,1,
μερόπη,4,2,
μεροπηίδα,8,1,
μεροπηίδι,6,1,
μεσάκμῳ,10.5,1,
μεσαιπόλιος,2.5,1,
μεσαύλιος,6.5,2,
μεσήεις,10.5,1,
μεσηγὺς,10.5,1,
μεσηγύ,1,21,+1.23258167696396
μεσηγύ,2.5,1,-1.82297794240048
μεσηγύ,3,10,-0.447976113686483
μεσηγύ,4,12,-0.142420151750038
μεσηγύ,4.5,4,-1.36464399949582
μεσηγύ,8,6,-1.05908803755937
μεσηγύ,10.5,5,-1.21186601852759
μεσημβρίζω,2.5,9,+0.74535599249993
μεσημβρίζω,6.5,5,-1.34164078649987
μεσημβριάζω,2.5,1,
μεσημβριάς,6.5,5,
μεσημβρινός,6.5,8,+0.353553390593274
μεσημβρινός,8.5,1,-2.82842712474619
μεσημέριος,6.5,1,
μεσόγαιος,4,1,
μεσόδμη,10.5,9,
μεσόμφαλος,6.5,13,
μεσόφρυον,6.5,1,
μεσονύκτιος,6,2,
μεσοπαγής,1,7,+0.377964473009227
μεσοπαγής,9,1,-2.64575131106459
μεσσάτιον,1,1,
μεσσατίη,1,1,
μεσσατίῃ,1,1,
μεσσατίην,1,1,
μεσσατίης,1,2,+0.707106781186547
μεσσατίης,9,1,-1.4142135623731
μεσσατίοιο,3,1,
μεσσατίοισι,3,1,
μεσσατίου,1,1,
μεσσατίῳ,1,3,+0.894427190999916
μεσσατίῳ,3,2,-0.447213595499958
μεσσατίῳ,9,1,-1.78885438199983
μεσσήνη,1,1,
μεσσήνη,3,1,
μεσσήνιοι,6,1,
μεσσήνιος,8,1,
μεσσηΐδος,6,1,
μεσσόγεως,1,1,
μεσσόθεν,1,4,+0.707106781186547
μεσσόθεν,9,2,-1.4142135623731
μεσσόθι,1,8,+0.811107105653813
μεσσόθι,3,1,-1.83850943948198
μεσσόθι,7,1,-1.83850943948198
μεσσόθι,9,4,-0.702959491566638
μεσσοφανὴς,1,8,
μεσσοφανής,1,3,
μεσσοφανῆ,1,4,
μεστός,4,1,
μεστός,8,1,
μετα,4,1,
μετά,2,30,-1.57918537145768
μετά,2.5,70,-1.22942976814901
μετά,3,1,-1.83275818385646
μετά,4,216,+0.0471781839276352
μετά,4.5,7,-1.78029484336016
μετά,6,132,-0.687308583020571
μετά,6.5,348,+1.20137167484625
μετά,8,125,-0.748515813599588
μετά,10,39,-1.50049036071323
μετά,10.5,23,-1.6403926020367
μετάἀλδήσκω,6.5,1,
μετάἀνάζω,6,1,
μετάβλέπω,6.5,1,
μετάβλέπω,8.5,1,
μετάγγελος,6.5,2,
μετάγω,6.5,5,
μετάδουπος,4,1,
μετάἧμαι,6.5,1,
μετάκλέω,6.5,1,
μετάλωφάω,6,1,
μετάμειπτο,4,1,
μετάναίω1,4,1,
μετάῥιζόω,6.5,2,
μετάῥιπίζω,6.5,1,
μετάρσιος,6.5,40,
μετάστυφελίζω,6.5,1,
μετάτρέφω,6.5,2,
μετάτροπος,6.5,19,
μετάτρωπάω,6.5,1,
μετάὑσσω,4,14,+0.755928946018454
μετάὑσσω,8,8,-1.3228756555323
μετάφημι,6,14,
μετάφρενον,2.5,1,-5.29150262212918
μετάφρενον,6.5,28,+0.188982236504613
μεταβαίνω,4,1,-2
μεταβαίνω,6,4,+0.5
μεταβουλεύω,6,1,
μεταδαίνυμαι,6,2,
μεταδαίνυμαι,8,2,
μεταδήμιος,6,2,+0.707106781186547
μεταδήμιος,8,1,-1.4142135623731
μεταδόρπιος,6,1,
μεταδρομάδην,2.5,1,
μεταδρομάδην,6.5,1,
μεταίζω,2.5,2,+0.707106781186547
μεταίζω,6,1,-1.4142135623731
μεταίσσω,2.5,6,
μεταΐγδην,2.5,1,
μεταΐξασα,6.5,1,
μεταιείρης,10,1,
μετακιάθω,6,15,+0.258198889747161
μετακιάθω,8,1,-3.87298334620742
μετακλαίω,2.5,1,
μετακλίνομαι,6.5,1,
μεταλαγχάνω,6.5,1,
μεταλήγω,2.5,1,-2.23606797749979
μεταλήγω,6.5,5,+0.447213595499958
μεταλλάσσω,2.5,1,-2.44948974278318
μεταλλάσσω,6.5,6,+0.408248290463863
μεταλλάσσωσι,6.5,1,
μεταλλάω,6.5,12,-1.11803398874989
μεταλλάω,10.5,15,+0.894427190999916
μεταλλεύω,6.5,1,
μεταμάζιος,6,1,
μεταμέλπομαι,6,1,
μεταμείβω,4,13,+0.392232270276368
μεταμείβω,8,2,-2.54950975679639
μεταμίγνυμι,4,1,
μεταμίξομεν,6,1,
μεταμώνιος,6,7,+0.845154254728516
μεταμώνιος,8,5,-1.18321595661992
μετανάστης,10,9,
μετανάστιος,6,26,+0.650443635587991
μετανάστιος,8,11,-1.53741222957161
μεταναιέτης,8,1,
μεταναιετάω,2,1,
μετανέομαι,6,3,+0.577350269189626
μετανέομαι,8,1,-1.73205080756888
μετανέσσατο,6,1,
μετανείρα,4,1,-2.82842712474619
μετανείρα,10,8,+0.353553390593274
μετανίσσομαι,6,5,
μετανίστημι,10,6,
μεταξύ,2.5,1,
μεταξύ,4.5,1,
μεταξύ,10.5,1,
μεταπαιφάσσομαι,8,1,
μεταπαύομαι,6,1,
μεταπαυσωλή,4,1,
μεταπλάσσω,6.5,1,
μεταπρέπω,6.5,34,
μεταπρεπής,6.5,1,
μεταρίθμιος,6,1,
μεταρίθμιος,8,1,
μετασεύομαι,6.5,6,
μετασκαίροντα,2.5,1,
μετασσεύομαι,6.5,2,
μεταστένω,6.5,1,
μεταστείχω,6.5,10,
μεταστοιχεί,2.5,2,
μεταστρέφω,2.5,15,+0.856348838577675
μεταστρέφω,6.5,11,-1.16774841624228
μετασχήσωσι,2.5,1,
μετατίθημι,4,1,-1.58113883008419
μετατίθημι,8,5,+0.632455532033676
μετατίθημι,10,1,-1.58113883008419
μετατρέπομαι,2.5,1,-2.12132034355964
μετατρέπομαι,4.5,1,-2.12132034355964
μετατρέπομαι,6.5,9,+0.471404520791032
μετατροπαλίζομαι,6.5,1,
μετατρωπάομαι,6.5,1,
μεταῦθις,4.5,1,
μεταυδάω,6.5,10,-1.58113883008419
μεταυδάω,10.5,25,+0.632455532033676
μεταφράζω,6.5,1,
μεταφωνέω,6,13,
μεταχάζομαι,6,1,
μεταχθόνιος,6.5,1,
μεταχρόνιος,2.5,3,-1.41421356237309
μεταχρόνιος,6.5,6,+0.707106781186547
μετέπειτα,4,17,+0.721607944406149
μετέπειτα,6,5,-1.18637238317621
μετέπειτα,8,3,-1.50436910443994
μετέπειτα,10,1,-1.82236582570366
μετέρχομαι,2.5,1,-2.61120685941381
μετέρχομαι,6,3,-2.25469522178166
μετέρχομαι,6.5,20,+0.775653698091555
μετέρχομαι,10.5,13,-0.472137033620946
μετεῖπον,4,40,+0.564608616918132
μετεῖπον,8,3,-4.54196265165252
μετεῖπον,10,34,-0.263484021228461
μετεννέπω,6.5,1,
μετεστεναχίζετ’,6.5,1,
μετήλυδα,6.5,13,
μετήλυδας,6.5,1,
μετήλυδες,6.5,2,
μετήλυδι,6.5,1,
μετήορος,6.5,13,
μετὶ,2,1,
μετόπιν,6,1,
μετόπισθε,4,43,+0.802488576496797
μετόπισθε,8,25,-0.701353029869803
μετόπισθε,10,8,-2.12164788032715
μετόπτσθεν,4,1,
μετοίχομαι,2.5,1,-2.44948974278318
μετοίχομαι,6.5,6,+0.408248290463863
μετοκλάζω,2.5,1,
μετοπωρινός,6,2,
μετοχλίζοντο,6.5,1,
μετοχλίζω,2.5,2,-1.73205080756888
μετοχλίζω,6.5,6,+0.577350269189626
μετοχμάζω,6.5,2,
μετρέω,1,3,-0.365148371670111
μετρέω,3,2,-1.09544511501033
μετρέω,6.5,5,+1.09544511501033
μετρέω,9,4,+0.365148371670111
μετρέω,10,1,-1.82574185835055
μετρέω,11,1,-1.82574185835055
μετρηδὸν,4,2,+0.707106781186547
μετρηδὸν,8,1,-1.4142135623731
μετρηδόν,4,1,
μετρητός,1,1,
μετρητός,3,1,
μετώπη,10.5,1,
μετώπιον,6.5,2,
μεφέπων,4,1,
μή,1,483,+1.26342455305877
μή,2,155,-0.523818707068752
μή,2.5,7,-1.33025773907751
μή,3,138,-0.61645021750219
μή,4,128,-0.670939341286566
μή,5,49,-1.10140341918313
μή,6,78,-0.943384960208444
μή,6.5,8,-1.32480882669907
μή,7,54,-1.07415885729094
μή,8,38,-1.16134145534595
μή,9,126,-0.681837166043441
μή,10,10,-1.3139110019422
μή,10.5,3,-1.35205338859126
μή,11,4,-1.34660447621282
μήδειος,1,9,+0.715581398296974
μήδειος,3,7,-0.263635252004148
μήδειος,4,8,+0.225973073146413
μήδειος,6,1,-3.20128520290751
μήδειος,8,1,-3.20128520290751
μήδομαι,1,5,-1.42246790694846
μήδομαι,3,2,-1.63984235921672
μήδομαι,6,1,-1.71230050997281
μήδομαι,6.5,15,-0.697886399387582
μήδομαι,7,13,-0.842802700899757
μήδομαι,8.5,2,-1.63984235921672
μήδομαι,9,38,+0.968651068002436
μήιων,1,1,
μήιων,3,1,
μήιων,7,1,
μήιων,9,1,
μήκιστος,3,3,+0.408248290463863
μήκιστος,4,1,-2.44948974278318
μήκιστος,8,3,+0.408248290463863
μήκων,1,1,-1.22474487139159
μήκων,2,1,-1.22474487139159
μήκων,4,3,+0.816496580927726
μήλειος,1,1,
μήλειος,3,1,
μήλωψ,9,1,
μήν,2,50,+0.71255399649366
μήν,3,40,+0.00134190959791645
μήν,4,4,-2.55902160322676
μήν,5,1,-2.77238522929548
μήν,7,11,-2.06117314239974
μήνη,1,4,-2.15754062529898
μήνη,4,1,-2.52953038828156
μήνη,11,25,+0.446387715579099
μήνιγγας,4,2,
μήνιγγες,4,2,
μήνιμα,8,2,
μήνι’,1,1,
μήνι’,9,1,
μήνυτρον,8,2,
μήποτε,1,4,+0.5
μήποτε,3,1,-2
μήπου,4,1,
μήπω,1,2,
μήπως,1,1,
μήρινθος,1,2,-0.861640436855329
μήρινθος,3,5,+0.984731927834662
μήρινθος,4,2,-0.861640436855329
μήρινθος,5,1,-1.47709789175199
μής,4,1,
μής,9,1,
μήστωρ,1,1,-2.36845637949438
μήστωρ,4,2,-2.16736102651845
μήστωρ,8,15,+0.446878562168752
μήτε,1,17,+0.204762198797997
μήτε,3,3,-2.41263286409813
μήτε,6,3,-2.41263286409813
μήτε,9,19,+0.57867577921173
μήτηρ,1,161,+0.663299347523663
μήτηρ,2,4,-1.99243067418923
μήτηρ,3,19,-1.73869850650966
μήτηρ,4,16,-1.78944494004557
μήτηρ,5,34,-1.48496633883008
μήτηρ,6,14,-1.82327589573618
μήτηρ,7,28,-1.58645920590191
μήτηρ,8,4,-1.99243067418923
μήτηρ,9,91,-0.520784101647692
μήτηρ,11,170,+0.815538648131409
μήτις,1,16,+1.30665956874774
μήτις,3,8,-0.448270071030245
μήτις,4,8,-0.448270071030245
μήτις,6,7,-0.667636276002492
μήτις,8,5,-1.10636868594699
μήτις,9,2,-1.76446730086373
μήτρως,1,1,-1
μήτρως,4,2,+1
μήτρως,8,1,-1
μἠπιβάλῃς,1,1,
μἠπιλάθησθε,9,1,
μῆδος,1,6,-1.2541885995704
μῆδος,3,2,-1.60096885751613
μῆδος,7,6,-1.2541885995704
μῆδος,9,29,+0.739797883617562
μῆδος,11,2,-1.60096885751613
μῆθον,1,1,
μῆκος,1,1,-1.01600101600152
μῆκος,3,2,+0.127000127000191
μῆκος,4,3,+1.2700012700019
μῆκος,5,1,-1.01600101600152
μῆκος,6,1,-1.01600101600152
μῆκος,9,1,-1.01600101600152
μῆλον,1,23,-0.77453359004702
μῆλον,3,4,-1.74658619762275
μῆλον,4,13,-1.2861402256132
μῆλον,5,41,+0.146358353972096
μῆλον,6,5,-1.69542553406614
μῆλον,8,2,-1.84890752473599
μῆλον,9,11,-1.38846155272643
μῆλον,11,59,+1.06725029799121
μῆλος,1,4,+0.235702260395516
μῆλος,3,2,-1.5556349186104
μῆλος,4,3,-0.659966329107444
μῆλος,5,1,-2.45130350811336
μῆλος,9,5,+1.13137084989848
μῆλος,11,4,+0.235702260395516
μῆνις,1,9,+0.38490017945975
μῆνις,5,4,-2.59807621135332
μῆνις,9,9,+0.38490017945975
μῆνις,11,9,+0.38490017945975
μῆρα,1,1,-1.15864824404332
μῆρα,3,1,-1.15864824404332
μῆρα,5,4,+1.07588765518308
μῆρα,6,1,-1.15864824404332
μῆρα,9,2,-0.413802944301184
μῆτις,1,21,+0.441739381809727
μῆτις,3,4,-2.16796916462646
μῆτις,4,4,-2.16796916462646
μῆτις,5,20,+0.288227114372304
μῆτις,6,1,-2.62850596693873
μῆτις,7,1,-2.62850596693873
μῆτις,8,6,-1.86094462975161
μῆτις,9,24,+0.902276184121995
μῆτις,11,17,-0.172309687939964
μῆτ’,9,1,
μῆχος,5,1,-3.46410161513775
μῆχος,11,12,+0.288675134594813
μῃόνιον,1,1,
μῃονίου,1,1,
μηδέ,1,118,+0.991877099187756
μηδέ,3,32,-1.35259250584541
μηδέ,4,16,-1.78877289747948
μηδέ,6,43,-1.05271848659698
μηδέ,7,1,-2.19769201463643
μηδέ,8,5,-2.08864691672791
μηδέ,9,87,+0.146777590396732
μηδεία,1,2,+0.5
μηδεία,3,1,-2
μηδεία,4,2,+0.5
μηδείς,1,2,-0.294883912309794
μηδείς,2,1,-1.03209369308428
μηδείς,3,1,-1.03209369308428
μηδείς,4,1,-1.03209369308428
μηδείς,6,1,-1.03209369308428
μηδείς,9,4,+1.17953564923918
μηδεσικάστη,9,1,
μηδοφόνος,1,1,
μηθώνη,3,1,
μηιονίη,1,1,-1.22474487139159
μηιονίη,3,1,-1.22474487139159
μηιονίη,7,3,+0.816496580927726
μηιονίς,1,1,
μηκάομαι,4,1,-1.15864824404332
μηκάομαι,4.5,1,-1.15864824404332
μηκάομαι,6.5,4,+1.07588765518308
μηκάομαι,10,2,-0.413802944301184
