lemma,sedes,x,z
μάχλος,1,1,
μάχομαι,2,4,-1.47101002069999
μάχομαι,2.5,12,-1.37161135623991
μάχομαι,4,20,-1.27221269177982
μάχομαι,4.5,12,-1.37161135623991
μάχομαι,6,5,-1.45858518764248
μάχομαι,6.5,36,-1.07341536285964
μάχομαι,8,8,-1.42131068846995
μάχομαι,10,20,-1.27221269177982
μάχομαι,10.5,186,+0.790309595767039
μάψ,1,10,+0.546586836808283
μάψ,6,1,-2.01143955945448
μάψ,9,2,-1.72721440431417
μάψαντες,4,1,
μᾶ,1,1,
μᾶζα,1,1,
μᾶζα,11,1,
μᾶλλον,1,26,-0.731623837984903
μᾶλλον,2,4,-1.52432872854848
μᾶλλον,3,16,-1.09194424278653
μᾶλλον,4,5,-1.48829668806831
μᾶλλον,5,78,+1.14204226698354
μᾶλλον,6,1,-1.63242484998896
μᾶλλον,8,2,-1.5963928095088
μᾶλλον,9,21,-0.911784040385715
μᾶλλον,11,34,-0.443367514143603
μᾶλον,1,3,+0.76696498884737
μᾶλον,2,1,-1.53392997769474
μᾶλον,4,1,-1.53392997769474
μᾶλον,5,2,-0.383482494423685
μᾶλον,8,1,-1.53392997769474
μᾶλον,9,3,+0.76696498884737
μᾶλον,10,1,-1.53392997769474
μᾶλον,11,3,+0.76696498884737
μᾶσαι,2,1,
μαγνησσίδος,6,1,
μαίανδρος,1,8,+0.5
μαίανδρος,3,1,-2
μαίανδρος,4,1,-2
μαίναλον,1,4,+0.836660026534076
μαίναλον,3,2,-0.836660026534076
μαίναλον,7,1,-1.67332005306815
μαίνομαι,1,37,+0.722720752219465
μαίνομαι,3,9,-1.31220248308003
μαίνομαι,4,8,-1.38487831291216
μαίνομαι,4.5,1,-1.89360912173703
μαίνομαι,5,1,-1.89360912173703
μαίνομαι,6,1,-1.89360912173703
μαίνομαι,6.5,40,+0.940748241715839
μαίνομαι,7,8,-1.38487831291216
μαίνομαι,9,25,-0.149389205766035
μαίνομαι,10,1,-1.89360912173703
μαίνομαι,10.5,5,-1.60290580240853
μαίνομαι,11,8,-1.38487831291216
μαίομαι,1,6,+1.02936534974508
μαίομαι,3,2,-0.953116064578779
μαίομαι,6,1,-1.44873641815974
μαίομαι,9,1,-1.44873641815974
μαίομαι,11,3,-0.457495710997814
μαίων,1,1,
μαῖα,1,15,+1.06091088923322
μαῖα,3,2,-1.63749289425127
μαῖα,4,1,-1.84506241605777
μαῖα,5,9,-0.184506241605777
μαῖα,9,3,-1.42992337244477
μαῖα,11,6,-0.807214807025275
μαῖρα,1,2,-1.73205080756888
μαῖρα,11,6,+0.577350269189626
μαιάς,3,5,-1.48807636144286
μαιάς,7,1,-2.24941775566944
μαιάς,9,16,+0.605612472680235
μαιήιος,6,1,-1.73205080756888
μαιήιος,8,3,+0.577350269189626
μαιμάζω,1,2,-2.34048498952007
μαιμάζω,3,11,-0.0525951683038219
μαιμάζω,7,2,-2.34048498952007
μαιμάζω,9,14,+0.710034772101593
μαιμάω,1,4,-0.455661188432884
μαιμάω,3,5,+0.520755643923295
μαιμάω,6,1,-3.38491168550142
μαιμάω,9,5,+0.520755643923295
μαιμαλίδης,1,1,
μαιμώωντος,9,1,
μαινάς,1,8,+0.774596669241483
μαινάς,5,1,-2.84018778721877
μαινάς,7,4,-1.29099444873581
μαινάς,9,7,+0.258198889747161
μαιναλὶς,1,1,
μαιναλίδας,1,1,
μαιναλίδας,9,1,
μαιναλίδων,1,2,+0.707106781186547
μαιναλίδων,9,1,-1.4142135623731
μαιόνιδης,1,1,
μαιόομαι,2.5,2,-1.68586279810285
μαιόομαι,6,3,-1.45001670717654
μαιόομαι,6.5,8,-0.270786252545017
μαιόομαι,8,13,+0.908444202086509
μαιόομαι,9,1,-1.92170888902915
μαιονὶς,1,1,
μαιονίη,1,1,
μαιονίηθεν,3,1,
μαιονίην,1,4,+0.5
μαιονίην,3,1,-2
μαιονίης,1,2,-1.22474487139159
μαιονίης,3,3,+0.816496580927726
μαιωτιστί,3,1,
μακάρεσσαν,8,1,
μακαρεύς,4,1,
μακαρίζω,10,3,
μακαρῖτις,10,1,
μακαριστός,2,1,
μακέλας,4,3,
μακέλη,4,1,
μακεδνός,6.5,1,-1.4142135623731
μακεδνός,10.5,2,+0.707106781186547
μακελλώ,10.5,1,
μακηδόνι,6.5,1,
μακηδονὶς,6.5,1,
μακράν,6.5,1,
μακραίων,3,1,
μακρίη,1,1,
μακριάδες,3,1,
μακριδίης,3,1,
μακρός,1,35,-0.931344995287103
μακρός,3,20,-1.42909862380525
μακρός,4,9,-1.79411795138522
μακρός,5,45,-0.599509242941675
μακρός,6,1,-2.05958655326156
μακρός,6.5,16,-1.56183292474342
μακρός,7,1,-2.05958655326156
μακρός,8,1,-2.05958655326156
μακρός,9,96,+1.09285309402001
μακρός,10,1,-2.05958655326156
μακρός,11,76,+0.429181589329154
μαλάχη,4,1,
μαλακός,2,5,-1.80075621905072
μαλακός,4,26,+0.693007560677984
μαλακός,6,24,+0.455506248322869
μαλακός,8,7,-1.56325490669561
μαλακός,10,5,-1.80075621905072
μαλερός,4,8,+0.935414346693486
μαλερός,6,7,-1.0690449676497
μαλθακός,1,1,
μαλθακός,7,1,
μαλθακός,9,1,
μαλίς,5,1,
μαλκιάω,3,1,
μαλλός,6,1,
μαλός,2.5,3,+0.816496580927726
μαλός,4,1,-1.22474487139159
μαλός,6.5,1,-1.22474487139159
μαλοπάραυος,7,1,
μανθάνω,2,6,-0.540664764164356
μανθάνω,2.5,3,-1.15590397855828
μανθάνω,4,1,-1.56606345482089
μανθάνω,6.5,8,-0.130505287901741
μανθάνω,7,2,-1.36098371668958
μανθάνω,8,15,+1.30505287901741
μανθάνω,10,4,-0.95082424042697
μανθάνω,10.5,5,-0.745744502295663
μανία,2,1,-2
μανία,4,4,+0.5
μανιώδεϊ,6,1,
μανιώδης,6,10,+0.316227766016838
μανιώδης,8,1,-3.16227766016838
μανιώπεας,6,1,
μαντεία,1,4,
μαντεῖον,6,2,-1.22474487139159
μαντεῖον,8,3,+0.816496580927726
μαντεύομαι,2,1,-2.45676907455998
μαντεύομαι,6,14,+0.818923024853326
μαντεύομαι,6.5,1,-2.45676907455998
μαντεύομαι,8,11,+0.0629940788348712
μαντεύομαι,9,5,-1.44886381320204
μαντινέη,7,2,
μαντιπόλος,1,11,+0.603022689155527
μαντιπόλος,3,2,-1.6583123951777
μαντιπόλος,9,2,-1.6583123951777
μαντόσυνος,1,8,+0.875544544461828
μαντόσυνος,3,6,-0.0515026202624603
μαντόσυνος,7,1,-2.36912053207318
μαντόσυνος,9,3,-1.44207336734889
μαντοσύνη,1,5,+0.774596669241483
μαντοσύνη,3,3,-1.29099444873581
μαντώδεα,8,2,
μαντώδεϊ,8,1,
μαντῶιος,1,1,-2
μαντῶιος,4,4,+0.5
μανύεν,8,1,
μαξοῦ,11,1,
μαράγησε,4,1,
μαραθών,4,6,+0.086066296582387
μαραθών,8,3,-1.9795248213949
μαραθών,10,7,+0.774596669241483
μαραθώνιος,6,2,
μαραθωνίδες,6,1,
μαραθωνίδος,6,1,
μαραίνω,4,2,-1.68775670047058
μαραίνω,6,2,-1.68775670047058
μαραίνω,6.5,19,+0.793701799680761
μαραίνω,10,1,-1.83372484753831
μαραίνω,10.5,8,-0.811947818064227
μαργάω,4,1,
μαργαίνω,1,1,-1.73205080756888
μαργαίνω,3,3,+0.577350269189626
μαργοσύνη,1,2,+0.707106781186547
μαργοσύνη,9,1,-1.4142135623731
μαριανδυνός,2,5,
μαρμάρεος,1,8,+0.727860264242611
μαρμάρεος,3,6,-0.167967753286756
μαρμάρεος,5,1,-2.40753779711017
μαρμάρεος,9,1,-2.40753779711017
μαρμαίρω,1,3,-1.7533598973365
μαρμαίρω,3,29,+0.895905386139047
μαρμαίρω,4,10,-1.04009616717001
μαρμαίρω,9,11,-0.938201348574796
μαρμαρίου,1,1,
μαρμαρύσσω,1,3,+0.577350269189626
μαρμαρύσσω,9,1,-1.73205080756888
μαρμαρυγή,1,24,
μαρσύης,3,1,
μαρτυρία,1,5,+0.762492851663023
μαρτυρία,3,2,-1.06748999232823
μαρτυρία,9,1,-1.67748427365865
μαρωνίδι,6.5,1,
μαρωνίδος,6.5,4,
μασσαγέτην,1,1,
μασσαγέτης,3,1,
μασσικύτοιο,3,2,
μαστεύω,1,5,-1.29126482449894
μαστεύω,3,26,+0.779454403152086
μαστεύω,4,7,-1.09405346948455
μαστεύω,8,3,-1.48847617951332
μαστεύω,9,1,-1.6856875345277
μαστήρ,1,1,-1.22474487139159
μαστήρ,4,3,+0.816496580927726
μαστήρ,8,1,-1.22474487139159
μαστίζω,1,15,+0.6215521401066
μαστίζω,3,15,+0.6215521401066
μαστίζω,4,3,-2.09642162510531
μαστίζω,6.5,2,-2.32291943887297
μαστίζω,8,8,-0.963932556267016
μαστίω,1,3,-1.42037037669081
μαστίω,3,1,-2.00522876709291
μαστίω,6.5,10,+0.626633989716535
μαστιάω,3,1,
μαστιχάω,9,1,
μαστός,1,17,-1.16191690658378
μαστός,2,1,-1.51852636837931
μαστός,3,10,-1.31793354611932
μαστός,4,12,-1.27335736339488
μαστός,5,5,-1.42937400293043
μαστός,8,7,-1.38479782020599
μαστός,9,11,-1.2956454547571
μαστός,11,104,+0.7771470419294
μαστορίδης,1,3,
μασχάλη,9,1,
ματάω,6.5,1,-1
ματάω,10,2,+1
ματάω,10.5,1,-1
ματεύω,6.5,1,-1.4142135623731
ματεύω,10.5,2,+0.707106781186547
ματην,2.5,1,
ματία,2,1,-1.4142135623731
ματία,4,2,+0.707106781186547
μαυρόω,4,1,
μαυρόω,9,1,
μαυρούσιος,6,1,
μαχάον’,4.5,1,
μαχάων,2.5,2,-1.91686313982883
μαχάων,4.5,1,-2.15848454400894
μαχάων,6.5,12,+0.499350901972217
μαχήμων,6.5,28,+0.188982236504613
μαχήμων,10.5,1,-5.29150262212918
μαχητής,6.5,1,-8.94427190999916
μαχητής,10.5,80,+0.111803398874989
μαχητός,10.5,1,
μαχλάς,1,1,
μαχλοσύνη,7,1,
μαψαῦραι,4,1,
μαψίδιος,1,12,+0.644258894184484
μαψίδιος,3,2,-1.68603923371684
μαψίδιος,7,3,-1.45300942092671
μαψιδίη,1,1,
μαψιδίῃ,1,1,-1.73205080756888
μαψιδίῃ,3,3,+0.577350269189626
μαψιδίῃσιν,3,1,
μαψιδίην,1,1,
μαψιλόγος,3,1,
μὲτωπα,4.5,1,
μὲυ,2,1,
μέγ,6.5,1,
μέγαλου,6,1,
μέγαρόνδε,4,2,+0.707106781186547
μέγαρόνδε,10,1,-1.4142135623731
μέγαρον,2,14,-2.23813564801666
μέγαρον,4,161,+0.979068548426161
μέγαρον,4.5,1,-2.52265030484493
μέγαρον,6,18,-2.15059267668488
μέγαρον,8,109,-0.158990078886945
μέγαρον,10,75,-0.903105335207053
μέγας,1,15,-2.39297155467672
μέγας,2,33,-2.2247442971082
μέγας,2.5,108,-1.52379739057272
μέγας,4,352,+0.756616545356037
μέγας,4.5,21,-2.33689580215388
μέγας,5,9,-2.44904730719956
μέγας,6,295,+0.223896896389073
μέγας,6.5,293,+0.20520497888146
μέγας,7,8,-2.45839326595336
μέγας,8,363,+0.859422091647908
μέγας,8.5,2,-2.5144690184762
μέγας,9,24,-2.30885792589246
μέγας,10,168,-0.963039865344339
μέγας,10.5,56,-2.00978724577066
μέγας,11,2,-2.5144690184762
μέγεθος,2,4,-0.975763089249034
μέγεθος,4,12,+0.954778936792066
μέγεθος,6,4,-0.975763089249034
μέγεθος,8,3,-1.21708084250417
μέγης,2.5,2,-1.2750393478208
μέγης,4.5,3,-0.80856153764246
μέγης,6.5,7,+1.05734970307091
μέγης,10.5,3,-0.80856153764246
μέδομαι,6.5,8,-1.17260393995586
μέδομαι,10.5,11,+0.852802865422442
μέδω,2.5,3,-1.65448549388683
μέδω,4.5,5,-1.43974401385432
μέδω,6.5,10,-0.902890313773047
μέδω,10.5,26,+0.81504152648702
μέδων,10.5,26,
μέζεα,9,1,
μέθη,2.5,9,-1.90314919710893
μέθη,4.5,1,-2.54517543227821
μέθη,6.5,39,+0.504449184775861
μέθυ,2.5,1,-2.79060424205837
μέθυ,4,11,+0.993265916664844
μέθυ,6,4,-1.65544319444141
μέθυ,8,7,-0.520282146824442
μέθυ,10,9,+0.236491884920201
μέλαθρον,4.5,10,-2.83161874620808
μέλαθρον,6.5,1,-3.14939559948994
μέλαθρον,8.5,1,-3.14939559948994
μέλαθρον,10.5,100,+0.346149786610606
μέλας,2,2,-1.7631733817769
μέλας,2.5,11,-1.5609883619035
μέλας,3,1,-1.78563838398506
μέλας,4,16,-1.44866335086273
μέλας,4.5,19,-1.38126834423826
μέλας,6,6,-1.67331337294428
μέλας,6.5,91,+0.236211814748946
μέλας,8,18,-1.40373334644641
μέλας,10,21,-1.33633833982195
μέλας,10.5,122,+0.93262688320177
μέλδομαι,3,1,
μέλεος,2,1,-1.72532437125501
μέλεος,4,2,-1.24007689183954
μέλεος,6,6,+0.70091302582235
μέλεων,8,1,
μέλητος,4.5,1,-1.4142135623731
μέλητος,10.5,2,+0.707106781186547
μέλι,2,8,+1.17932378832157
μέλι,2.5,4,-1.10784961933239
μέλι,4,7,+0.607530436408084
μέλι,6,6,+0.0357370844945932
μέλι,8,3,-1.67964297124588
μέλι,10,4,-1.10784961933239
μέλινος,4,1,-2.63482593206984
μέλινος,7,5,-0.693375245281536
μέλινος,9,8,+0.76271276980969
μέλιον,8,1,
μέλισμα,4.5,2,
μέλισσα,2.5,2,-2.30206784153886
μέλισσα,4.5,3,-2.22139227740995
μέλισσα,6.5,2,-2.30206784153886
μέλισσα,10.5,36,+0.440901338844036
μέλλω,1,20,-0.759716949600282
μέλλω,2,2,-1.51059759169913
μέλλω,2.5,3,-1.46888200047141
μέλλω,3,4,-1.4271664092437
μέλλω,4,29,-0.384276628550859
μέλλω,4.5,40,+0.0745948749539905
μέλλω,5,10,-1.17687286187742
μέλλω,6,2,-1.51059759169913
μέλλω,7,1,-1.55231318292684
μέλλω,8,9,-1.21858845310513
μέλλω,8.5,6,-1.34373522678827
μέλλω,9,5,-1.38545081801599
μέλλω,10.5,68,+1.24263142932997
μέλλω,11,4,-1.4271664092437
μέλος,2,26,-0.638392029394972
μέλος,2.5,8,-1.29445085391905
μέλος,4,80,+1.32978444417726
μέλος,4.5,1,-1.54958484123397
μέλος,6,23,-0.747735166815651
μέλος,6.5,35,-0.310362617132933
μέλος,8,22,-0.784182879289211
μέλος,10,19,-0.893526016709891
μέλος,10.5,15,-1.03931686660413
μέλπηθρα,8,4,
μέλπω,1,22,+1.29112722281062
μέλπω,3,5,-0.786080611995107
μέλπω,4,8,-0.41951452349998
μέλπω,4.5,4,-0.90826930816015
μέλπω,5,2,-1.15264670049024
μέλπω,6.5,2,-1.15264670049024
μέλπω,7,1,-1.27483539665528
μέλπω,8,4,-0.90826930816015
μέλπω,9,6,-0.663891915830065
μέλπω,11,6,-0.663891915830065
μέλω,1,11,-1.21774351275185
μέλω,2,2,-1.55490229852858
μέλω,2.5,1,-1.59236438583711
μέλω,4,5,-1.442516036603
μέλω,4.5,15,-1.06789516351774
μέλω,6,7,-1.36759186198595
μέλω,6.5,41,-0.0938808934960654
μέλω,8,7,-1.36759186198595
μέλω,9,5,-1.442516036603
μέλω,10,1,-1.59236438583711
μέλω,10.5,71,+1.02998172575972
μέμαα,2,2,-2.36758231234532
μέμαα,4,66,+0.972443791071782
μέμαα,6,14,-1.74132741795461
μέμαα,6.5,21,-1.37601206289337
μέμαα,8,32,-0.801945076368553
μέμαα,10,55,+0.398376804546967
μέμαα,10.5,1,-2.41977022021121
μέμαν,6.5,1,
μέμβλεσθε,8,1,
μέμνᾳ,2,1,
μέμνων,1,13,+1.1883579793606
μέμνων,2,6,-0.35383692643883
μέμνων,3,2,-1.23509115832422
μέμνων,4,2,-1.23509115832422
μέμνων,7,2,-1.23509115832422
μέμνων,9,3,-1.01477760035287
μέμνων,11,5,-0.574150484410176
μέμονα,4,8,+0.942851802270639
μέμονα,6,6,-0.0808158687660548
μέμονα,8,4,-1.10448353980275
μέμονα,10,1,-2.63998504635779
μέμφις,1,2,+0.707106781186547
μέμφις,5,1,-1.4142135623731
μέμφομαι,1,32,+0.954334366504829
μέμφομαι,3,3,-1.36444021589474
μέμφομαι,4,7,-1.04460923901204
μέμφομαι,6.5,4,-1.28448247167407
μέμφομαι,7,11,-0.724778262129343
μέμφομαι,9,5,-1.20452472745339
μέν,2,891,+0.918594698879589
μέν,2.5,514,-0.237397207779194
μέν,3,904,+0.958456488764375
μέν,4,351,-0.737202727103813
μέν,4.5,82,-1.56203514856592
μέν,5,147,-1.36272619914199
μέν,6,282,-0.948776842646137
μέν,6.5,39,-1.69388568433867
μέν,7,125,-1.43018461279316
μέν,8,3,-1.80427217940423
μέν,8.5,69,-1.6018969384507
μέν,9,3,-1.80427217940423
μέν,10,106,-1.48844415185554
μέν,10.5,78,-1.57430031468431
μέν,11,23,-1.74294634881225
μέν,12,12,-1.77667555563784
μένἐ,10,1,
μένεκλον,4.5,1,
μένης,10.5,1,
μένιππος,10.5,1,
μένος,2,9,-1.575207402541
μένος,2.5,8,-1.59691244666934
μένος,4,18,-1.3798620053859
μένος,4.5,3,-1.70543766731106
μένος,6,24,-1.24963174061584
μένος,6.5,82,+0.00926081882809321
μένος,8,127,+0.985987804603559
μένος,10,23,-1.27133678474418
μένος,10.5,6,-1.64032253492603
μέντης,1,2,-1.22474487139159
μέντης,11,3,+0.816496580927726
μέντοι,3,1,
μέντωρ,1,14,+0.70626748500805
μέντωρ,3,1,-1.5099511748448
μέντωρ,4,1,-1.5099511748448
μέντωρ,6,1,-1.5099511748448
μέντωρ,7,2,-1.33947281639458
μέντωρ,9,2,-1.33947281639458
μένω,1,13,-1.39362818633046
μένω,2,12,-1.45944102722182
μένω,2.5,35,+0.0542543132796216
μένω,3,1,-2.18338227702686
μένω,4,10,-1.59106670900456
μένω,4.5,26,-0.538061254742683
μένω,5,8,-1.72269239078729
μένω,6,40,+0.383318517736458
μένω,6.5,53,+1.23888544932423
μένω,7,1,-2.18338227702686
μένω,8,24,-0.669686936525418
μένω,9,2,-2.1175694361355
μένω,10,7,-1.78850523167866
μένω,10.5,46,+0.778195563084661
μένω,11,1,-2.18338227702686
μένων,4.5,1,
μέολς,2.5,1,
μέρ[ος,8,1,
μέριμνα,10.5,31,
μέρμερος,5,1,-2.32379000772445
μέρμερος,7,3,-0.258198889747161
μέρμερος,9,4,+0.774596669241483
μέρμηρα,9,1,
μέρμις,8,1,
μέρμνων,4,1,
μέρος,6,1,-1.73205080756888
μέρος,8,3,+0.577350269189626
μέροψ,2,2,-2.61602282463178
μέροψ,4,27,+0.747435092751936
μέροψ,6,5,-2.21240787454573
μέροψ,8,20,-0.194333124115503
μέσαβον,6,1,
μέσατος,2,2,-1.3970013970021
μέσατος,4,8,+0.889000889001333
μέσατος,6,4,-0.635000635000953
μέσατος,10,1,-1.77800177800267
μέσαυλος,3,1,-1.37198868114007
μέσαυλος,4,1,-1.37198868114007
μέσαυλος,8,2,-0.171498585142509
μέσαυλος,9,3,+1.02899151085505
μέση,2.5,1,-1.79033460929655
μέση,4,7,+0.651030767016927
μέση,10,2,-1.38344037991097
μέσθλης,1,1,
μέσθλης,4,1,
μέσος,1,27,-0.743288391194504
μέσος,2,23,-0.943404496516102
μέσος,2.5,18,-1.1935496281681
μέσος,3,17,-1.2435786544985
μέσος,4,64,+1.10778558303027
μέσος,4.5,6,-1.79389794413289
μέσος,5,12,-1.49372378615049
μέσος,6,26,-0.793317417524904
μέσος,6.5,66,+1.20784363569107
μέσος,7,1,-2.04404307578489
μέσος,8,35,-0.34305618055131
μέσος,9,22,-0.993433522846501
μέσος,10,26,-0.793317417524904
μέσος,11,56,+0.707553372387077
μέσσατος,3,2,
μέσφα,1,13,+0.616669838844778
μέσφα,4,1,-1.85000951653434
μέσφα,6,1,-1.85000951653434
μέσφα,9,3,-1.43889629063782
μέταζε,8.5,1,
μέταλλον,4.5,4,-1.87082869338697
μέταλλον,10.5,14,+0.534522483824849
μέτασσα,4.5,1,
μέτασσα,10.5,1,
μέτειμι,4,2,-1.59323184625807
μέτειμι,4.5,1,-1.80104469576999
μέτειμι,6.5,14,+0.900522347884997
μέτειμι,8,2,-1.59323184625807
μέτειμι,10,2,-1.59323184625807
μέτειμι,10.5,9,-0.138541899674615
μέτειμι1,4,3,+1.2700012700019
μέτειμι1,6,2,+0.127000127000191
μέτειμι1,6.5,1,-1.01600101600152
μέτειμι1,8,1,-1.01600101600152
μέτειμι1,10,1,-1.01600101600152
μέτειμι1,10.5,1,-1.01600101600152
μέτειμι2,2,1,-4.12310562561766
μέτειμι2,6.5,17,+0.242535625036333
μέτριος,9,1,
μέτρον,1,8,-0.608804438741443
μέτρον,3,3,-1.43598438268362
μέτρον,4,5,-1.10511240510675
μέτρον,5,5,-1.10511240510675
μέτρον,9,19,+1.21099143793135
μέτρον,11,10,-0.277932461164572
μέτωπον,2.5,2,-2.47851772054214
μέτωπον,4.5,17,-1.74781571673562
μέτωπον,10.5,64,+0.54171722852484
μέτωπος,10.5,1,
μέχρι,1,12,+0.281209378890388
μέχρι,3,1,-2.49483192554036
μέχρι,5,6,-1.23299496898093
μέχρι,6,2,-2.24246453422848
μέχρι,9,14,+0.78594416151416
μἑν,3,1,
μεγάδης,4,1,
μεγάθυμος,4,11,-1.2830577501401
μεγάθυμος,6,45,+0.964546926920309
μεγάθυμος,8,13,-1.15084571031302
μεγάθυμος,10,19,-0.754209590831768
μεγάλοιτος,10,1,
μεγάλως,4,3,+0.577350269189626
μεγάλως,8,1,-1.73205080756888
μεγάρη,2,1,
μεγαβρόντην,2.5,1,
μεγαθαρσής,8,1,
μεγαίρα,4.5,3,-1.29099444873581
μεγαίρα,10.5,5,+0.774596669241483
μεγαίρω,4,3,-2.0501030796681
μεγαίρω,6.5,1,-2.26020681143533
μεγαίρω,8,2,-2.15515494555172
μεγαίρω,10.5,27,+0.471141701538632
μεγακήτης,6,4,+0.866025403784438
μεγακήτης,8,3,-1.15470053837925
μεγακλεής,6.5,1,
μεγαλήτωρ,6,56,+0.582482372510718
μεγαλήτωρ,8,19,-1.7167901505579
μεγαλίζομαι,6,4,+0.5
μεγαλίζομαι,8,1,-2
μεγαλόβρυχος,6,1,
μεγαλόφρων,6,1,
μεγαλοβρεμέτης,8,1,
μεγαλοσσάκεα,6,1,
μεγαλωστί,4,4,+0.5
μεγαλωστί,8,1,-2
μεγαμηδείδαο,6,1,
μεγαπένθης,8,1,-1.73205080756888
μεγαπένθης,10,3,+0.577350269189626
μεγαρεύς,4,4,
μεγασθενέϊ,2.5,1,
μεγασθενής,6.5,1,
μεγήρατος,6.5,1,
μεγισσεύς,10.5,1,
μεδέω,6,1,
μεδέων,2,1,-2.36351579147501
μεδέων,4,10,+1.1817578957375
μεδέων,6,4,-1.1817578957375
μεδέων,8,6,-0.393919298579168
μεδέων,10,6,-0.393919298579168
μεδεών,4,2,
μεθάλλομαι,6.5,7,
μεθαιρέω,4,1,
μεθέπω,2,6,-1.63647284840291
μεθέπω,4,62,+0.67683245963072
μεθέπω,6,16,-1.22338261482548
μεθέπω,6.5,1,-1.84301796519163
μεθέπω,8,3,-1.76039991847614
μεθέπω,10,1,-1.84301796519163
μεθέπω,10.5,2,-1.80170894183389
μεθήμων,6.5,1,
μεθήμων,10.5,1,
μεθημοσύνη,2.5,1,
μεθημοσύνη,6.5,1,
μεθίημι,2.5,2,-2.08973527408048
μεθίημι,4,18,+1.08784800792558
μεθίημι,4.5,1,-2.28833422920585
μεθίημι,6,6,-1.29533945357896
μεθίημι,6.5,15,+0.492051142549445
μεθίημι,8,8,-0.898141543328205
μεθίημι,10,4,-1.69253736382972
μεθίημι,10.5,13,+0.0948532322986882
μεθίστημι,6.5,16,
μεθομιλέω,6,1,
μεθορμάομαι,2.5,2,
μεθύσκω,8,1,
μεθύστερος,6.5,2,
μεθύω,2,2,-1.42610510701361
μεθύω,4,12,+0.860017583618894
μεθύω,6,3,-1.19749283795036
μεθύω,8,4,-0.968880568887108
μεθυσφαλής,6.5,11,
μείδημα,6,1,
μείλιγμα,8,2,
μείλικτρα,6,1,
μείλιον,1,3,-1.29099444873581
μείλιον,9,5,+0.774596669241483
μείλιχος,1,17,+0.968372685184237
μείλιχος,3,2,-1.90296492786205
μείλιχος,7,7,-0.945852390179952
μείλιχος,9,8,-0.754429882643534
μείρομαι,1,2,-1.07343632446294
μείρομαι,3,2,-1.07343632446294
μείρομαι,4,1,-1.32523003020116
μείρομαι,7,1,-1.32523003020116
μείρομαι,8,3,-0.821642618724718
μείρομαι,9,10,+0.940913321442822
μείς,1,16,+1.23577080010665
μείς,3,1,-1.84318356626077
μείς,4,3,-1.43265631741178
μείς,5,10,+0.00418905355968371
μείς,6,5,-1.02212906856279
μείς,9,9,-0.201074570864811
μείς,11,4,-1.22739269298729
μείς,12,1,-1.84318356626077
μείων,1,6,+1.03065464438091
μείων,4,1,-1.88206500278253
μείων,7,3,-0.716977143917153
μείων,9,3,-0.716977143917153
μειδάω,1,3,-1.29900359121353
μειδάω,3,15,+0.870466324009068
μειδάω,4,6,-0.756636112407882
μειδάω,6,2,-1.47979275081542
μειδάω,8,1,-1.6605819104173
μειδίης,7,1,
μειδιάω,1,9,+0.52704627669473
μειδιάω,3,9,+0.52704627669473
μειδιάω,9,5,-1.89736659610103
μειλανίωνα,3,1,
μειλίσσω,1,3,-1.26978659384328
μειλίσσω,2.5,1,-1.49061904494646
μειλίσσω,3,1,-1.49061904494646
μειλίσσω,6,8,-0.717705466085334
μειλίσσω,6.5,3,-1.26978659384328
μειλίσσω,8,23,+0.938537917188514
μειλίσσω,9,5,-1.0489541427401
μειλίχιος,1,33,+1.01324589726845
μειλίχιος,3,17,-0.935575480056236
μειλίχιος,7,1,-2.88439685738092
μειλίχιος,9,18,-0.813774143973443
μειλιχία,9,1,
μελάγκολπος,6.5,1,
μελάγχιμος,6.5,1,
μελάγχλαινος,2.5,1,
μελάγχλαινος,6.5,1,
μελάμβροτον,6.5,1,
μελάμπους,6.5,3,
μελάμπους,10.5,3,
μελάναιγις,6,1,
μελάνδετος,6.5,2,
μελάνζωνος,6.5,1,
μελάνθιος,2.5,1,-3.87298334620742
μελάνθιος,6.5,15,+0.258198889747161
μελάνιππος,4,3,-1.15470053837925
μελάνιππος,10,4,+0.866025403784438
μελάντατον,6.5,1,
μελάντερον,6.5,2,
μελάντιος,2.5,1,
μελάνυδρος,10,6,
μελάνω,6,1,
μελάρρινος,2.5,1,-2.44948974278318
μελάρρινος,6.5,6,+0.408248290463863
μελαγχαίτης,6.5,2,
μελαγχροιής,2.5,1,
μελαίνα,10.5,1,
μελαίνω,2.5,4,-0.901588194064397
μελαίνω,4,5,-0.745312907093235
μελαίνω,4.5,1,-1.37041405497788
μελαίνω,6,4,-0.901588194064397
μελαίνω,6.5,17,+1.12999053656071
μελαίνω,8,3,-1.05786348103556
μελαίνω,10,5,-0.745312907093235
μελαμβαθής,6.5,1,
μελαμψήφις,2.5,1,-1.4142135623731
μελαμψήφις,6.5,2,+0.707106781186547
μελανεύς,4,3,+0.894427190999916
μελανεύς,8,1,-1.78885438199983
μελανεύς,10,2,-0.447213595499958
μελανθεύς,6.5,1,-2
μελανθεύς,10.5,4,+0.5
μελανθώ,6.5,2,
μελανίππη,10,2,
μελανίππιον,6,1,
μελανίων,3,1,
μελανόπτερος,6,1,
μελανόχροος,6,7,+0.755928946018454
μελανόχροος,8,4,-1.3228756555323
μελανόχρους,6,2,+0.707106781186547
μελανόχρους,10,1,-1.4142135623731
μελε,10,1,
μελέαγρος,4,4,
μελέαγρος,10,4,
